,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand
352,D,"17.08.2019 0:10",SU,1478,D,3,ABA,73H,158,151,13
353,A,"17.08.2019 10:55",SU,1479,D,3,ABA,73H,158,127,1
354,D,"17.08.2019 20:25",SU,1480,D,1,KJA,32A,158,144,117
355,A,"17.08.2019 7:10",SU,1481,D,1,KJA,32A,158,158,120
356,D,"17.08.2019 7:40",SU,1486,D,1,KJA,73H,158,141,203
357,A,"17.08.2019 18:50",SU,1487,D,1,KJA,73H,158,157,217
358,D,"17.08.2019 11:40",SU,1490,D,1,SLY,32A,158,115,115
359,A,"17.08.2019 18:55",SU,1491,D,1,SLY,32A,158,112,190
360,D,"17.08.2019 8:05",SU,1498,D,1,GRV,32A,158,132,215
361,A,"17.08.2019 14:50",SU,1499,D,1,GRV,32A,158,158,127
362,D,"17.08.2019 8:25",SU,1500,D,1,TJM,32A,158,157,113
363,A,"17.08.2019 15:15",SU,1501,D,1,TJM,32A,158,157,122
364,D,"17.08.2019 23:40",SU,1502,D,1,TJM,32A,158,127,124
365,A,"17.08.2019 6:20",SU,1503,D,1,TJM,32A,158,152,115
366,D,"17.08.2019 14:00",SU,1506,D,1,TJM,73H,158,146,118
367,A,"17.08.2019 20:55",SU,1507,D,1,TJM,73H,158,149,114
368,D,"17.08.2019 21:45",SU,1510,D,1,SGC,32A,158,149,119
369,A,"17.08.2019 6:15",SU,1511,D,1,SGC,32A,158,150,119
370,D,"17.08.2019 1:35",SU,1512,D,1,SGC,32A,158,127,117
371,A,"17.08.2019 9:30",SU,1513,D,1,SGC,32A,158,155,114
372,D,"17.08.2019 6:40",SU,1516,D,1,SGC,32A,158,156,117
373,A,"17.08.2019 14:00",SU,1517,D,1,SGC,32A,158,152,115
374,D,"17.08.2019 1:55",SU,1522,D,1,NUX,32A,158,154,118
375,A,"17.08.2019 10:40",SU,1523,D,1,NUX,32A,158,153,121
376,D,"17.08.2019 23:05",SU,1530,D,3,TOF,73H,158,143,13
377,A,"17.08.2019 8:55",SU,1531,D,3,TOF,73H,158,157,15
378,D,"17.08.2019 22:15",SU,1532,D,1,CEK,32A,158,151,118
379,A,"17.08.2019 8:00",SU,1533,D,1,CEK,32A,158,152,118
380,D,"17.08.2019 17:50",SU,1542,D,1,AAQ,32A,158,136,121
381,A,"17.08.2019 0:05",SU,1543,D,1,AAQ,32A,158,146,124
382,D,"17.08.2019 8:15",SU,1546,D,1,AAQ,32A,158,152,116
383,A,"17.08.2019 13:40",SU,1547,D,1,AAQ,32A,158,147,127
384,D,"17.08.2019 20:35",SU,1548,D,1,OVB,73H,158,138,114
385,A,"17.08.2019 6:10",SU,1549,D,1,OVB,32A,158,127,191
386,D,"17.08.2019 1:05",SU,1562,D,1,IKT,73H,158,146,121
387,A,"17.08.2019 14:15",SU,1563,D,1,IKT,73H,158,157,120
388,D,"17.08.2019 6:25",SU,1602,D,1,KUF,73H,158,140,121
389,A,"17.08.2019 10:50",SU,1603,D,1,KUF,73H,158,135,122
390,D,"17.08.2019 16:10",SU,1618,D,1,SIP,32A,158,127,117
391,A,"17.08.2019 22:10",SU,1619,D,1,SIP,32A,158,127,123
392,D,"17.08.2019 9:15",SU,1620,D,1,SIP,32A,158,155,122
393,A,"17.08.2019 15:30",SU,1621,D,1,SIP,32A,158,127,117
394,D,"17.08.2019 11:45",SU,1622,D,1,SIP,73H,158,127,124
395,A,"17.08.2019 18:15",SU,1623,D,1,SIP,73H,158,127,116
396,D,"17.08.2019 14:55",SU,1624,D,1,SIP,32A,158,127,118
397,A,"17.08.2019 21:20",SU,1625,D,1,SIP,32A,158,127,121
398,D,"17.08.2019 21:00",SU,1626,D,1,SIP,73H,158,151,123
399,A,"17.08.2019 5:00",SU,1627,D,1,SIP,73H,158,158,113
400,D,"17.08.2019 13:35",SU,1628,D,1,SIP,32A,158,152,113
401,A,"17.08.2019 19:50",SU,1629,D,1,SIP,32A,158,127,117
402,D,"17.08.2019 1:20",SU,1632,D,1,SIP,32A,158,127,116
403,A,"17.08.2019 7:25",SU,1633,D,1,SIP,32A,158,158,191
404,D,"17.08.2019 6:10",SU,1636,D,1,SIP,32A,158,153,114
405,A,"17.08.2019 12:20",SU,1637,D,1,SIP,32A,158,157,116
406,D,"17.08.2019 0:40",SU,1638,D,3,OMS,32A,158,146,17
407,A,"17.08.2019 8:35",SU,1639,D,3,OMS,32A,158,127,18
408,D,"17.08.2019 6:15",SU,1640,D,3,OMS,73H,158,151,13
409,A,"17.08.2019 14:10",SU,1641,D,3,OMS,73H,158,127,11
410,D,"17.08.2019 7:25",SU,1644,D,1,SIP,32A,158,127,123
411,A,"17.08.2019 13:25",SU,1645,D,1,SIP,32A,158,157,213
412,D,"17.08.2019 22:50",SU,1646,D,3,NJC,32A,158,127,14
413,A,"17.08.2019 7:00",SU,1647,D,3,NJC,32A,158,158,13
414,D,"17.08.2019 12:40",SU,1648,D,1,SIP,32A,158,127,124
415,A,"17.08.2019 19:10",SU,1649,D,1,SIP,32A,158,127,205
416,D,"17.08.2019 17:25",SU,1658,D,1,SIP,32A,158,127,114
417,A,"17.08.2019 23:55",SU,1659,D,1,SIP,32A,158,157,122
418,A,"17.08.2019 11:25",SU,1751,D,1,YKS,73H,158,149,116
419,D,"17.08.2019 10:00",SU,1758,D,1,VOG,73H,158,127,116
420,A,"17.08.2019 14:50",SU,1759,D,1,VOG,73H,158,127,119
421,D,"17.08.2019 22:25",SU,1762,D,3,OMS,32A,158,156,12
422,A,"17.08.2019 6:25",SU,1763,D,3,OMS,32A,158,127,18
423,D,"17.08.2019 15:05",SU,1768,D,1,PEE,32A,158,140,121
424,A,"17.08.2019 20:20",SU,1769,D,1,PEE,32A,158,152,123
425,D,"17.08.2019 22:45",SU,1844,I,3,KIV,32A,158,141,20
426,D,"17.08.2019 9:55",SU,1854,I,5,GYD,73H,158,138,40
427,A,"17.08.2019 17:20",SU,1855,I,5,GYD,73H,158,156,42
428,D,"17.08.2019 6:30",SU,1858,I,3,EVN,32A,158,151,22
429,A,"17.08.2019 13:10",SU,1859,I,3,EVN,32A,158,127,25
430,D,"17.08.2019 9:45",SU,1860,I,3,EVN,32A,158,146,26
431,A,"17.08.2019 16:45",SU,1861,I,3,EVN,32A,158,127,32
432,D,"17.08.2019 2:05",SU,1864,I,3,EVN,32A,158,136,27
433,A,"17.08.2019 9:40",SU,1865,I,3,EVN,32A,158,154,33
434,D,"17.08.2019 20:40",SU,1868,I,3,EVN,73H,158,154,22
435,A,"17.08.2019 4:45",SU,1869,I,3,EVN,73H,158,127,26
436,D,"17.08.2019 8:10",SU,1872,I,3,TAS,73H,158,153,27
437,A,"17.08.2019 18:15",SU,1873,I,3,TAS,73H,158,156,8
438,D,"17.08.2019 22:40",SU,1876,I,3,BHK,32A,158,157,26
439,D,"17.08.2019 7:40",SU,1880,I,3,FRU,32A,158,127,23
440,A,"17.08.2019 17:50",SU,1881,I,3,FRU,32A,158,153,1
441,D,"17.08.2019 20:50",SU,1894,I,3,OSS,73H,158,127,20
442,A,"17.08.2019 7:10",SU,1895,I,3,OSS,73H,158,127,25
443,D,"17.08.2019 7:45",SU,1940,I,2,ALA,73H,158,150,50
444,A,"17.08.2019 18:20",SU,1941,I,2,ALA,73H,158,157,59
445,D,"17.08.2019 21:40",SU,1950,I,2,CIT,32A,158,158,59
446,D,"17.08.2019 18:05",SU,2002,I,3,WAW,32A,158,115,30
447,A,"17.08.2019 23:15",SU,2003,I,3,WAW,32A,158,129,30
448,D,"17.08.2019 7:45",SU,2006,I,3,WAW,32A,158,144,21
449,A,"17.08.2019 12:50",SU,2007,I,3,WAW,32A,158,153,23
450,D,"17.08.2019 7:30",SU,2010,I,5,PRG,73H,158,137,34
451,A,"17.08.2019 13:50",SU,2011,I,5,PRG,73H,158,138,34
452,D,"17.08.2019 14:55",SU,2014,I,5,PRG,73H,158,145,39
453,A,"17.08.2019 21:25",SU,2015,I,3,PRG,73H,158,137,21
454,D,"17.08.2019 13:00",SU,2018,I,5,PRG,73H,158,146,34
455,A,"17.08.2019 19:30",SU,2019,I,5,PRG,73H,158,146,37
456,D,"17.08.2019 10:10",SU,2030,I,2,BUD,32A,158,147,55
457,A,"17.08.2019 16:30",SU,2031,I,2,BUD,32A,158,149,48
458,D,"17.08.2019 7:05",SU,2032,I,2,BUD,32A,158,148,54
459,A,"17.08.2019 13:25",SU,2033,I,3,BUD,32A,158,154,20
460,D,"17.08.2019 9:55",SU,2054,I,3,TIV,73H,158,147,20
461,A,"17.08.2019 17:30",SU,2055,I,5,TIV,73H,158,127,39
462,D,"17.08.2019 8:15",SU,2060,I,2,SOF,32A,158,151,55
463,A,"17.08.2019 15:35",SU,2061,I,2,SOF,32A,158,127,48
464,D,"17.08.2019 14:15",SU,2074,I,5,LCA,73H,158,153,34
465,A,"17.08.2019 23:15",SU,2075,I,3,LCA,73H,158,154,20
466,D,"17.08.2019 20:15",SU,2092,I,2,BEG,32A,158,133,58
467,D,"17.08.2019 17:20",SU,2096,I,3,BEG,73H,158,131,29
468,A,"17.08.2019 0:10",SU,2097,I,3,BEG,73H,158,137,22
469,D,"17.08.2019 8:45",SU,2106,I,5,TLL,73H,158,134,36
470,A,"17.08.2019 13:10",SU,2107,I,5,TLL,73H,158,141,41
471,A,"17.08.2019 6:35",SU,2109,I,5,VNO,32A,158,58,39
472,D,"17.08.2019 14:30",SU,2122,I,3,HER,73H,158,157,26
473,A,"17.08.2019 23:55",SU,2123,I,3,HER,73H,158,152,25
474,D,"17.08.2019 7:50",SU,2130,I,2,IST,73H,158,149,58
475,A,"17.08.2019 16:00",SU,2131,I,2,IST,73H,158,151,55
476,A,"17.08.2019 6:05",SU,2135,I,3,IST,73H,158,147,22
477,D,"17.08.2019 10:00",SU,2136,I,3,IST,32A,158,114,31
478,A,"17.08.2019 18:25",SU,2137,I,2,IST,32A,158,124,49
479,D,"17.08.2019 17:40",SU,2138,I,2,IST,73H,158,134,60
480,A,"17.08.2019 4:05",SU,2139,I,3,IST,73H,158,147,22
481,D,"17.08.2019 11:20",SU,2152,I,3,DUS,32A,158,158,27
482,A,"17.08.2019 18:50",SU,2153,I,3,DUS,32A,158,143,33
483,D,"17.08.2019 14:25",SU,2154,I,3,DUS,32A,158,156,21
484,A,"17.08.2019 21:50",SU,2155,I,3,DUS,32A,158,143,25
485,D,"17.08.2019 15:55",SU,2156,I,3,BOJ,32A,158,115,30
486,A,"17.08.2019 23:50",SU,2157,I,3,BOJ,32A,158,127,19
487,D,"17.08.2019 8:15",SU,2168,I,5,BRU,73H,158,148,38
488,A,"17.08.2019 16:10",SU,2169,I,5,BRU,73H,158,136,35
489,D,"17.08.2019 10:20",SU,2174,I,5,OSL,32A,158,149,34
490,A,"17.08.2019 16:40",SU,2175,I,5,OSL,32A,158,149,38
491,D,"17.08.2019 10:25",SU,2210,I,3,ARN,73H,158,157,19
492,A,"17.08.2019 15:50",SU,2211,I,3,ARN,73H,158,132,21
493,D,"17.08.2019 9:20",SU,2312,I,3,SXF,32A,158,156,33
494,A,"17.08.2019 15:45",SU,2313,I,3,SXF,32A,158,149,26
495,D,"17.08.2019 15:25",SU,2314,I,3,SXF,32A,158,158,19
496,A,"17.08.2019 21:45",SU,2315,I,3,SXF,32A,158,154,27
497,D,"17.08.2019 19:35",SU,2316,I,3,SXF,32A,158,158,2
498,A,"17.08.2019 4:00",SU,2317,I,3,SXF,32A,158,153,27
499,D,"17.08.2019 11:20",SU,2318,I,3,SXF,32A,158,146,19
500,A,"17.08.2019 18:00",SU,2319,I,3,SXF,32A,158,150,4
501,D,"17.08.2019 6:50",SU,2320,I,3,MUC,32A,158,148,24
502,A,"17.08.2019 14:15",SU,2321,I,3,MUC,32A,158,155,22
503,D,"17.08.2019 14:30",SU,2326,I,3,MUC,32A,158,127,22
504,A,"17.08.2019 21:40",SU,2327,I,3,MUC,32A,158,154,24
505,D,"17.08.2019 10:55",SU,2336,I,3,STR,73H,158,141,22
506,A,"17.08.2019 18:35",SU,2337,I,3,STR,73H,158,152,21
507,D,"17.08.2019 19:00",SU,2338,I,3,STR,32A,158,152,9
508,A,"17.08.2019 2:50",SU,2339,I,3,STR,32A,158,158,23
509,D,"17.08.2019 10:45",SU,2342,I,3,HAJ,32A,158,152,26
510,A,"17.08.2019 17:45",SU,2343,I,3,HAJ,32A,158,148,32
511,D,"17.08.2019 16:45",SU,2352,I,3,VIE,32A,158,155,25
512,A,"17.08.2019 23:25",SU,2353,I,5,VIE,32A,158,151,38
513,D,"17.08.2019 20:00",SU,2354,I,5,VIE,73H,158,139,34
514,A,"17.08.2019 4:10",SU,2355,I,5,VIE,73H,158,147,34
515,D,"17.08.2019 12:00",SU,2356,I,3,VIE,73H,158,141,20
516,A,"17.08.2019 18:40",SU,2357,I,5,VIE,73H,158,148,3
517,D,"17.08.2019 20:00",SU,2376,I,5,LYS,32A,158,153,10
518,D,"17.08.2019 10:20",SU,2418,I,3,FCO,73H,158,153,25
519,A,"17.08.2019 19:10",SU,2419,I,3,FCO,73H,158,134,24
520,D,"17.08.2019 19:45",SU,2422,I,5,VCE,73H,158,127,44
521,D,"17.08.2019 20:05",SU,2428,I,3,BLQ,73H,158,143,19
522,A,"17.08.2019 4:25",SU,2429,I,5,BLQ,73H,158,106,38
523,D,"17.08.2019 19:30",SU,2436,I,3,DUS,32A,158,154,11
524,A,"17.08.2019 10:30",SU,2437,I,3,DUS,32A,158,142,23
525,D,"17.08.2019 8:00",SU,2480,I,3,NAP,73H,158,158,20
526,A,"17.08.2019 17:00",SU,2481,I,3,NAP,73H,158,136,11
527,D,"17.08.2019 19:50",SU,2496,I,5,CPH,73H,158,131,38
528,A,"17.08.2019 3:35",SU,2497,I,5,CPH,73H,158,121,39
529,D,"17.08.2019 9:00",SU,2502,I,2,VLC,73H,158,137,57
530,A,"17.08.2019 19:35",SU,2503,I,2,VLC,73H,158,150,58
531,D,"17.08.2019 12:05",SU,2518,I,3,PMI,32A,158,146,29
532,A,"17.08.2019 22:35",SU,2519,I,3,PMI,32A,158,156,24
533,D,"17.08.2019 18:00",SU,2528,I,5,AGP,73H,158,143,39
534,A,"17.08.2019 5:50",SU,2529,I,5,AGP,73H,158,143,38
535,D,"17.08.2019 18:25",SU,2534,I,5,OSL,73H,158,150,45
536,A,"17.08.2019 0:35",SU,2535,I,3,OSL,73H,158,93,23
537,D,"17.08.2019 7:35",SU,2536,I,3,DUS,32A,158,156,25
538,A,"17.08.2019 14:55",SU,2537,I,3,DUS,32A,158,137,32
539,A,"17.08.2019 4:30",SU,2585,I,3,LHR,73H,158,156,25
540,D,"17.08.2019 19:35",SU,2590,I,5,DUB,32A,158,147,45
541,D,"17.08.2019 19:30",SU,2606,I,2,LIS,73H,158,141,51
542,A,"17.08.2019 16:10",SU,2607,I,3,LIS,73H,158,149,19
543,D,"17.08.2019 11:00",SU,2612,I,3,MXP,73H,158,157,21
544,A,"17.08.2019 19:25",SU,2613,I,3,MXP,73H,158,143,31
545,D,"17.08.2019 19:50",SU,2618,I,5,BRU,73H,158,150,35
546,A,"17.08.2019 3:55",SU,2619,I,5,BRU,32A,158,114,36
547,D,"17.08.2019 10:00",SU,2620,I,3,AGP,73H,158,142,30
548,A,"17.08.2019 21:55",SU,2621,I,3,AGP,73H,158,127,23
549,D,"17.08.2019 14:50",SU,2628,I,5,BRU,73H,158,157,35
550,A,"17.08.2019 22:50",SU,2629,I,5,BRU,73H,158,126,39
551,D,"17.08.2019 15:30",SU,2656,I,3,FRA,73H,158,157,24
552,A,"17.08.2019 23:10",SU,2657,I,3,FRA,73H,158,153,26
553,D,"17.08.2019 10:20",SU,2658,I,5,CPH,73H,158,154,1
554,A,"17.08.2019 16:30",SU,2659,I,5,CPH,73H,158,126,37
555,D,"17.08.2019 7:15",SU,2684,I,3,SXF,73H,158,151,4
556,A,"17.08.2019 13:30",SU,2685,I,3,SXF,73H,158,142,33
557,D,"17.08.2019 14:35",SU,2694,I,5,AMS,32A,158,152,38
558,A,"17.08.2019 22:40",SU,2695,I,5,AMS,32A,158,145,37
559,D,"17.08.2019 14:40",VN,62,I,3,HAN,789,274,274,27
560,A,"17.08.2019 6:45",VN,63,I,3,HAN,789,274,220,32
561,D,"17.08.2019 9:20",SU,100,I,3,JFK,77W,402,398,27
562,A,"17.08.2019 6:25",SU,101,I,3,JFK,77W,402,298,24
563,D,"17.08.2019 14:15",SU,102,I,3,JFK,77W,402,385,29
564,A,"17.08.2019 11:45",SU,103,I,3,JFK,77W,402,337,23
565,D,"17.08.2019 12:00",SU,106,I,3,LAX,77W,402,391,22
566,A,"17.08.2019 13:20",SU,107,I,3,LAX,77W,402,337,32
567,D,"17.08.2019 12:30",SU,200,I,3,PEK,77W,402,400,19
568,A,"17.08.2019 5:35",SU,201,I,2,PEK,77W,402,374,55
569,D,"17.08.2019 21:20",SU,204,I,3,PEK,77W,402,394,27
570,A,"17.08.2019 14:45",SU,205,I,3,PEK,77W,402,386,21
571,D,"17.08.2019 9:30",SU,206,I,2,PVG,77W,402,378,54
572,A,"17.08.2019 5:45",SU,207,I,3,PVG,77W,402,379,33
573,D,"17.08.2019 20:05",SU,208,I,2,PVG,77W,402,379,46
574,A,"17.08.2019 16:20",SU,209,I,2,PVG,77W,402,373,54
575,D,"17.08.2019 19:20",SU,212,I,2,HKG,77W,402,377,56
576,A,"17.08.2019 16:40",SU,213,I,2,HKG,77W,402,371,52
577,D,"17.08.2019 20:45",SU,250,I,3,ICN,77W,402,394,23
578,A,"17.08.2019 16:30",SU,251,I,3,ICN,77W,402,320,20
579,D,"17.08.2019 19:00",SU,260,I,3,NRT,77W,402,370,20
580,A,"17.08.2019 16:05",SU,263,I,3,NRT,77W,402,386,24
581,D,"17.08.2019 19:25",SU,290,I,3,HAN,77W,402,350,33
582,A,"17.08.2019 16:35",SU,291,I,3,HAN,77W,402,398,27
583,D,"17.08.2019 8:50",SU,502,I,3,TLV,77W,402,393,21
584,A,"17.08.2019 18:45",SU,503,I,3,TLV,77W,402,386,27
585,A,"17.08.2019 4:40",SU,505,I,3,TLV,77W,402,386,33
586,D,"17.08.2019 15:40",SU,1700,D,3,VVO,77W,402,399,12
587,A,"17.08.2019 10:15",SU,1701,D,3,VVO,77W,402,322,12
588,D,"17.08.2019 17:15",SU,1710,D,3,KHV,77W,402,396,18
589,A,"17.08.2019 10:35",SU,1711,D,3,KHV,77W,402,400,14
590,D,"17.08.2019 16:45",SU,1730,D,3,PKC,77W,402,394,12
591,A,"17.08.2019 12:40",SU,1731,D,3,PKC,77W,402,379,14
592,D,"17.08.2019 9:10",SU,2550,I,2,AMS,77W,402,320,50
593,A,"17.08.2019 17:45",SU,2551,I,2,AMS,77W,402,256,52
594,D,"17.08.2019 9:35",SU,104,I,3,IAD,333,302,292,32
595,D,"17.08.2019 18:50",SU,232,I,2,DEL,333,302,280,46
596,A,"17.08.2019 9:05",SU,233,I,3,DEL,333,302,282,29
597,A,"17.08.2019 5:25",SU,235,I,3,DEL,333,302,285,21
598,D,"17.08.2019 21:25",SU,1442,D,3,IKT,333,302,264,18
599,A,"17.08.2019 11:00",SU,1443,D,3,IKT,333,302,285,16
600,D,"17.08.2019 20:35",SU,1702,D,3,VVO,333,302,296,16
601,A,"17.08.2019 15:50",SU,1703,D,3,VVO,333,302,299,10
602,D,"17.08.2019 8:55",SU,2380,I,2,GVA,333,302,209,46
603,A,"17.08.2019 17:25",SU,2381,I,2,GVA,333,302,161,75
604,D,"17.08.2019 12:15",SU,2548,I,5,TFS,333,302,271,37
605,D,"17.08.2019 11:00",SU,110,I,3,MIA,332,229,214,24
606,A,"17.08.2019 12:15",SU,111,I,3,MIA,332,229,188,20
607,D,"17.08.2019 7:10",SU,150,I,3,HAV,332,229,190,31
608,A,"17.08.2019 9:00",SU,151,I,3,HAV,332,229,225,32
609,D,"17.08.2019 15:05",SU,234,I,3,DEL,332,229,217,23
610,D,"17.08.2019 18:35",SU,330,I,3,ULN,332,229,171,24
611,A,"17.08.2019 8:40",SU,331,I,3,ULN,332,229,204,21
612,D,"17.08.2019 19:40",SU,122,I,3,JFK,333,296,285,25
613,A,"17.08.2019 17:20",SU,123,I,3,JFK,333,296,252,10
614,D,"17.08.2019 15:35",SU,202,I,3,PEK,333,296,281,25
615,A,"17.08.2019 8:55",SU,203,I,3,PEK,333,296,254,27
616,D,"17.08.2019 19:05",SU,220,I,2,CAN,333,296,258,48
617,A,"17.08.2019 16:25",SU,221,I,2,CAN,333,296,281,58
618,D,"17.08.2019 8:00",SU,252,I,3,ICN,333,296,294,28
619,A,"17.08.2019 5:15",SU,253,I,3,ICN,333,296,266,19
620,D,"17.08.2019 19:10",SU,270,I,3,BKK,333,296,254,27
621,A,"17.08.2019 16:00",SU,271,I,2,BKK,333,296,237,46
622,D,"17.08.2019 18:50",SU,274,I,2,HKT,333,296,172,80
623,A,"17.08.2019 16:45",SU,275,I,2,HKT,333,296,293,78
624,D,"17.08.2019 21:55",SU,320,I,2,MLE,333,296,246,55
625,A,"17.08.2019 17:15",SU,321,I,2,MLE,333,296,237,83
626,D,"17.08.2019 18:40",SU,504,I,3,TLV,333,296,286,31
627,D,"17.08.2019 1:00",SU,1482,D,3,KJA,333,296,278,15
628,A,"17.08.2019 12:05",SU,1483,D,3,KJA,333,296,237,12
629,D,"17.08.2019 20:45",SU,1870,I,3,TAS,333,296,288,32
630,A,"17.08.2019 7:05",SU,1871,I,3,TAS,333,296,293,30
631,A,"17.08.2019 4:20",SU,2549,I,2,TFS,333,296,290,58
632,D,"17.08.2019 9:50",SU,2578,I,3,LHR,333,296,223,24
633,A,"17.08.2019 19:10",SU,2579,I,3,LHR,333,296,292,30
634,D,"17.08.2019 7:00",N4,123,D,3,SIP,73H,189,152,12
635,A,"17.08.2019 13:10",N4,124,D,3,SIP,73H,189,152,13
636,D,"17.08.2019 16:05",N4,133,D,3,SIP,73H,189,152,15
637,A,"17.08.2019 22:30",N4,134,D,3,SIP,73H,189,152,15
638,D,"17.08.2019 19:50",N4,161,D,3,KRR,73H,189,133,13
639,A,"17.08.2019 9:40",N4,162,D,3,KRR,73H,189,181,14
640,D,"17.08.2019 23:55",N4,171,I,2,KSQ,73H,189,184,59
641,A,"17.08.2019 5:35",EO,174,D,3,SVX,73H,189,149,3
642,D,"17.08.2019 23:35",EO,179,D,3,CEK,73H,189,158,10
643,A,"17.08.2019 5:45",EO,180,D,3,CEK,73H,189,174,16
644,D,"17.08.2019 8:40",N4,183,D,3,MRV,73H,189,152,17
645,A,"17.08.2019 14:25",N4,184,D,3,MRV,73H,189,152,10
646,D,"17.08.2019 23:45",N4,185,D,3,KZN,73H,189,152,14
647,D,"17.08.2019 10:40",N4,203,I,2,FEG,73H,189,185,58
648,A,"17.08.2019 21:10",N4,204,I,2,FEG,73H,189,168,58
649,D,"17.08.2019 23:40",N4,211,D,3,YKS,73H,189,105,4
650,D,"17.08.2019 17:40",N4,225,D,3,AER,73H,189,130,13
651,A,"17.08.2019 23:20",N4,226,D,3,AER,73H,189,152,16
652,D,"17.08.2019 7:25",EO,229,D,3,AER,73H,189,120,15
653,A,"17.08.2019 21:45",EO,230,D,3,AER,73H,189,152,17
654,D,"17.08.2019 11:40",N4,245,D,3,AER,73H,189,185,17
655,A,"17.08.2019 17:35",N4,246,D,3,AER,73H,189,169,13
656,D,"17.08.2019 10:30",N4,277,I,2,EVN,73H,189,168,49
657,A,"17.08.2019 17:50",N4,278,I,2,EVN,73H,189,186,55
658,D,"17.08.2019 0:45",N4,279,D,3,UFA,73H,189,152,18
659,A,"17.08.2019 6:05",N4,280,D,3,UFA,73H,189,152,5
660,A,"17.08.2019 10:10",N4,294,D,3,KJA,73H,189,167,15
661,D,"17.08.2019 14:35",N4,377,I,2,EVN,73H,189,169,59
662,A,"17.08.2019 21:30",N4,378,I,2,EVN,73H,189,152,59
663,D,"17.08.2019 0:45",N4,477,I,2,EVN,73H,189,158,58
664,A,"17.08.2019 7:50",N4,478,I,2,EVN,73H,189,180,48
665,D,"17.08.2019 10:45",N4,523,D,3,SIP,73H,189,152,18
666,A,"17.08.2019 16:55",N4,524,D,3,SIP,73H,189,152,14
667,D,"17.08.2019 1:25",N4,541,D,3,OMS,73H,189,152,13
668,A,"17.08.2019 9:35",N4,542,D,3,OMS,73H,189,152,17
669,D,"17.08.2019 6:55",EO,615,D,3,AER,73H,189,170,14
670,A,"17.08.2019 20:00",EO,616,D,3,AER,73H,189,183,13
671,D,"17.08.2019 23:25",N4,633,D,3,SIP,73H,189,145,11
672,A,"17.08.2019 5:40",N4,634,D,3,SIP,73H,189,152,44
673,D,"17.08.2019 10:10",N4,701,I,2,JED,73H,189,38,80
674,A,"17.08.2019 5:30",N4,730,D,3,REN,73H,189,166,18
675,A,"17.08.2019 16:15",OK,894,I,2,PRG,73H,189,172,49
676,D,"17.08.2019 17:05",OK,895,I,2,PRG,73H,189,171,58
677,A,"17.08.2019 3:05",OK,898,I,2,PRG,73H,189,183,48
678,D,"17.08.2019 7:10",OK,899,I,2,PRG,73H,189,170,48
679,D,"17.08.2019 8:20",FV,6137,D,3,KRR,73H,189,95,16
680,A,"17.08.2019 13:55",FV,6138,D,3,KRR,73H,189,188,16
681,D,"17.08.2019 9:25",FV,6139,I,3,NCE,73H,189,155,25
682,A,"17.08.2019 18:20",FV,6140,I,3,NCE,73H,189,132,23
683,D,"17.08.2019 22:10",FV,6141,D,3,SIP,73H,189,40,13
684,A,"17.08.2019 14:30",FV,6142,D,3,SIP,73H,189,189,17
685,D,"17.08.2019 17:00",FV,6157,D,3,SIP,73H,189,189,15
686,A,"17.08.2019 9:45",FV,6158,D,3,SIP,73H,189,188,13
687,D,"17.08.2019 8:40",FV,6161,D,3,KGD,73H,189,130,18
688,A,"17.08.2019 13:35",FV,6162,D,3,KGD,73H,189,167,17
689,D,"17.08.2019 23:25",FV,6163,D,3,KGD,73H,189,157,5
690,A,"17.08.2019 8:10",FV,6164,D,3,KGD,73H,189,185,16
691,D,"17.08.2019 0:40",FV,6167,D,3,REN,73H,189,125,16
692,A,"17.08.2019 6:05",FV,6168,D,3,REN,73H,189,133,13
693,D,"17.08.2019 19:25",FV,6171,D,3,REN,73H,189,99,16
694,A,"17.08.2019 7:15",FV,6172,D,3,REN,73H,189,142,10
695,D,"17.08.2019 17:20",FV,6183,D,3,ROV,73H,189,122,5
696,A,"17.08.2019 22:20",FV,6184,D,3,ROV,73H,189,184,12
697,D,"17.08.2019 16:05",FV,6185,D,3,AER,73H,189,153,1
698,A,"17.08.2019 22:20",FV,6186,D,3,AER,73H,189,152,3
699,D,"17.08.2019 9:25",FV,6187,D,3,MRV,73H,189,186,12
700,A,"17.08.2019 15:20",FV,6188,D,3,MRV,73H,189,185,13
701,D,"17.08.2019 15:30",FV,6191,D,3,ROV,73H,189,107,13
702,A,"17.08.2019 20:35",FV,6192,D,3,ROV,73H,189,150,14
703,D,"17.08.2019 22:55",FV,6193,D,3,ROV,73H,189,120,15
704,A,"17.08.2019 4:50",FV,6194,D,3,ROV,73H,189,149,16
705,D,"17.08.2019 10:50",FV,6637,I,3,ORY,73H,189,177,20
706,A,"17.08.2019 20:05",FV,6638,I,3,ORY,73H,189,133,26
707,D,"17.08.2019 13:25",RL,7515,I,2,CFU,738,189,152,49
708,D,"17.08.2019 0:50",RL,7537,I,2,LCA,738,189,152,49
709,A,"17.08.2019 9:20",RL,7538,I,2,LCA,738,189,152,59
710,D,"17.08.2019 14:45",RL,7545,I,2,GZP,738,189,177,48
711,D,"17.08.2019 0:50",RL,7745,I,2,PMI,738,189,188,48
